,Time,Count
0,0-1,32.36063766479492
1,0-3,32.36063766479492
2,0-4,32.36063766479492
3,0-6,32.36063766479492
4,0-8,32.36063766479492
5,0-9,32.36063766479492
6,0-11,32.36063766479492
7,0-13,32.36063766479492
8,0-14,32.36063766479492
9,0-16,32.36063766479492
10,0-18,32.36063766479492
11,0-19,32.36063766479492
12,0-21,32.36063766479492
13,0-23,32.36063766479492
14,0-24,32.36063766479492
15,0-26,32.36063766479492
16,0-28,32.36063766479492
17,0-29,32.36063766479492
18,0-31,32.36063766479492
19,0-33,32.36063766479492
20,0-34,32.36063766479492
21,0-36,32.36063766479492
22,0-38,32.36063766479492
23,0-39,32.36063766479492
24,0-41,32.36063766479492
25,0-43,32.36063766479492
26,0-45,32.36063766479492
27,0-46,32.36063766479492
28,0-48,32.36063766479492
29,0-50,32.36063766479492
30,0-51,32.36063766479492
31,0-53,32.36063766479492
32,0-55,32.36063766479492
33,0-56,32.36063766479492
34,0-58,32.36063766479492
35,1-0,32.36063766479492
36,1-1,32.36063766479492
37,1-3,32.36063766479492
38,1-5,32.36063766479492
39,1-6,32.36063766479492
40,1-8,32.36063766479492
41,1-10,32.36063766479492
42,1-11,32.36063766479492
43,1-13,32.36063766479492
44,1-15,32.36063766479492
45,1-16,32.36063766479492
46,1-18,32.36063766479492
47,1-20,32.36063766479492
48,1-21,32.36063766479492
49,1-23,32.36063766479492
50,1-25,32.36063766479492
51,1-26,32.36063766479492
52,1-28,32.36063766479492
53,1-30,32.36063766479492
54,1-31,32.36063766479492
55,1-33,32.36063766479492
56,1-35,32.36063766479492
57,1-36,32.36063766479492
58,1-38,32.36063766479492
59,1-40,32.36063766479492
60,1-41,32.36063766479492
61,1-43,32.36063766479492
62,1-45,32.36063766479492
63,1-46,32.36063766479492
64,1-48,32.36063766479492
65,1-50,32.36063766479492
66,1-51,32.36063766479492
67,1-53,32.36063766479492
68,1-55,32.36063766479492
69,1-56,32.36063766479492
70,1-58,32.36063766479492
71,2-0,32.36063766479492
72,2-1,32.36063766479492
73,2-3,32.36063766479492
74,2-5,32.36063766479492
75,2-6,32.36063766479492
76,2-8,32.36063766479492
77,2-10,32.36063766479492
78,2-11,32.36063766479492
79,2-13,32.36063766479492
80,2-15,32.36063766479492
81,2-16,32.36063766479492
82,2-18,32.36063766479492
83,2-20,32.36063766479492
84,2-21,32.36063766479492
85,2-23,32.36063766479492
86,2-25,32.36063766479492
87,2-26,32.36063766479492
88,2-28,32.36063766479492
89,2-30,32.36063766479492
90,2-31,32.36063766479492
91,2-33,32.36063766479492
92,2-34,32.36063766479492
93,2-36,32.36063766479492
94,2-38,32.36063766479492
95,2-40,32.36063766479492
96,2-41,32.36063766479492
97,2-43,32.36063766479492
98,2-44,32.36063766479492
99,2-46,32.36063766479492
100,2-48,32.36063766479492
101,2-49,32.36063766479492
102,2-51,32.36063766479492
103,2-53,32.36063766479492
104,2-54,32.36063766479492
105,2-56,32.36063766479492
106,2-58,32.36063766479492
107,2-59,32.36063766479492
108,3-1,32.36063766479492
109,3-3,32.36063766479492
110,3-5,32.36063766479492
111,3-6,32.36063766479492
112,3-8,32.36063766479492
113,3-10,32.36063766479492
114,3-11,32.36063766479492
115,3-13,32.36063766479492
116,3-15,32.36063766479492
117,3-16,32.36063766479492
118,3-18,32.36063766479492
119,3-20,32.36063766479492
120,3-21,32.36063766479492
121,3-23,32.36063766479492
122,3-25,32.36063766479492
123,3-26,32.36063766479492
124,3-28,32.36063766479492
125,3-30,32.36063766479492
126,3-31,32.36063766479492
127,3-33,32.36063766479492
128,3-35,32.36063766479492
129,3-36,32.36063766479492
130,3-38,32.36063766479492
131,3-40,32.36063766479492
132,3-41,32.36063766479492
133,3-43,32.36063766479492
134,3-45,32.36063766479492
135,3-46,32.36063766479492
136,3-48,32.36063766479492
137,3-50,32.36063766479492
138,3-51,32.36063766479492
139,3-53,32.36063766479492
140,3-55,32.36063766479492
141,3-56,32.36063766479492
142,3-58,32.36063766479492
143,4-0,32.36063766479492
144,4-1,32.36063766479492
145,4-3,32.36063766479492
146,4-5,32.36063766479492
147,4-6,32.36063766479492
148,4-8,32.36063766479492
149,4-10,32.36063766479492
150,4-12,32.36063766479492
151,4-13,32.36063766479492
152,4-15,32.36063766479492
153,4-17,32.36063766479492
154,4-18,32.36063766479492
155,4-20,32.36063766479492
156,4-22,32.36063766479492
157,4-23,32.36063766479492
158,4-25,32.36063766479492
159,4-27,32.36063766479492
160,4-28,32.36063766479492
161,4-30,32.36063766479492
162,4-32,32.36063766479492
163,4-33,32.36063766479492
164,4-35,32.36063766479492
165,4-37,32.36063766479492
166,4-38,32.36063766479492
167,4-40,32.36063766479492
168,4-42,32.36063766479492
169,4-43,32.36063766479492
170,4-45,32.36063766479492
171,4-47,32.36063766479492
172,4-48,32.36063766479492
173,4-50,32.36063766479492
174,4-52,32.36063766479492
175,4-53,32.36063766479492
176,4-55,32.36063766479492
177,4-57,32.36063766479492
178,4-58,32.36063766479492
179,5-0,32.36063766479492
180,5-2,32.36063766479492
181,5-3,32.36063766479492
182,5-5,32.36063766479492
183,5-7,32.36063766479492
184,5-9,32.36063766479492
185,5-10,32.36063766479492
186,5-12,32.36063766479492
187,5-14,32.36063766479492
188,5-15,32.36063766479492
189,5-17,32.36063766479492
190,5-19,32.36063766479492
191,5-20,32.36063766479492
192,5-22,32.36063766479492
193,5-24,32.36063766479492
194,5-25,32.36063766479492
195,5-27,32.36063766479492
196,5-29,32.36063766479492
197,5-30,32.36063766479492
198,5-32,32.36063766479492
199,5-34,32.36063766479492
200,5-35,32.36063766479492
201,5-37,32.36063766479492
202,5-39,32.36063766479492
203,5-40,32.36063766479492
204,5-42,32.36063766479492
205,5-44,32.36063766479492
206,5-45,32.36063766479492
207,5-47,32.36063766479492
208,5-49,32.36063766479492
209,5-50,32.36063766479492
210,5-52,32.36063766479492
211,5-54,32.36063766479492
212,5-55,32.36063766479492
213,5-57,32.36063766479492
214,5-59,32.36063766479492
215,6-0,32.36063766479492
216,6-2,32.36063766479492
217,6-4,32.36063766479492
218,6-5,32.36063766479492
219,6-7,32.36063766479492
220,6-9,32.36063766479492
221,6-10,32.36063766479492
222,6-12,32.36063766479492
223,6-14,32.36063766479492
224,6-15,32.36063766479492
225,6-17,32.36063766479492
226,6-19,32.36063766479492
227,6-20,32.36063766479492
228,6-22,32.36063766479492
229,6-24,32.36063766479492
230,6-26,32.36063766479492
231,6-27,32.36063766479492
232,6-29,32.36063766479492
233,6-31,32.36063766479492
234,6-32,32.36063766479492
235,6-34,32.36063766479492
236,6-36,32.36063766479492
237,6-37,32.36063766479492
238,6-39,32.36063766479492
239,6-40,32.36063766479492
240,6-42,32.36063766479492
241,6-44,32.36063766479492
242,6-45,32.36063766479492
243,6-47,32.36063766479492
244,6-49,32.36063766479492
245,6-50,32.36063766479492
246,6-52,32.36063766479492
247,6-54,32.36063766479492
248,6-55,32.36063766479492
249,6-57,32.36063766479492
250,6-59,32.36063766479492
251,7-0,32.36063766479492
252,7-2,32.36063766479492
253,7-4,32.36063766479492
254,7-5,32.36063766479492
255,7-7,32.36063766479492
256,7-9,32.36063766479492
257,7-10,32.36063766479492
258,7-12,32.36063766479492
259,7-14,32.36063766479492
260,7-15,32.36063766479492
261,7-17,32.36063766479492
262,7-19,32.36063766479492
263,7-20,32.36063766479492
264,7-22,32.36063766479492
265,7-24,32.36063766479492
266,7-25,32.36063766479492
267,7-27,32.36063766479492
268,7-29,32.36063766479492
269,7-30,32.36063766479492
270,7-32,32.36063766479492
271,7-34,32.36063766479492
272,7-35,32.36063766479492
273,7-37,32.36063766479492
274,7-39,32.36063766479492
275,7-40,32.36063766479492
276,7-42,32.36063766479492
277,7-44,32.36063766479492
278,7-45,32.36063766479492
279,7-47,32.36063766479492
280,7-49,32.36063766479492
281,7-50,32.36063766479492
282,7-52,32.36063766479492
283,7-54,32.36063766479492
284,7-55,32.36063766479492
285,7-57,32.36063766479492
286,7-59,32.36063766479492
287,8-0,32.36063766479492
288,8-2,32.36063766479492
289,8-4,32.36063766479492
290,8-5,32.36063766479492
291,8-7,32.36063766479492
292,8-9,32.36063766479492
293,8-10,32.36063766479492
294,8-12,32.36063766479492
295,8-14,32.36063766479492
296,8-15,32.36063766479492
297,8-17,32.36063766479492
298,8-19,32.36063766479492
299,8-20,32.36063766479492
300,8-22,32.36063766479492
301,8-24,32.36063766479492
302,8-25,32.36063766479492
303,8-27,32.36063766479492
304,8-29,32.36063766479492
305,8-30,32.36063766479492
306,8-32,32.36063766479492
307,8-34,32.36063766479492
308,8-35,32.36063766479492
309,8-37,32.36063766479492
310,8-39,32.36063766479492
311,8-40,32.36063766479492
312,8-42,32.36063766479492
313,8-44,32.36063766479492
314,8-45,32.36063766479492
315,8-47,32.36063766479492
316,8-49,32.36063766479492
317,8-50,32.36063766479492
318,8-52,32.36063766479492
319,8-54,32.36063766479492
320,8-55,32.36063766479492
321,8-57,32.36063766479492
322,8-59,32.36063766479492
323,9-1,32.36063766479492
324,9-2,32.36063766479492
325,9-4,32.36063766479492
326,9-6,32.36063766479492
327,9-7,32.36063766479492
328,9-9,32.36063766479492
329,9-11,32.36063766479492
330,9-12,32.36063766479492
331,9-14,32.36063766479492
332,9-16,32.36063766479492
333,9-17,32.36063766479492
334,9-19,32.36063766479492
335,9-21,32.36063766479492
336,9-22,32.36063766479492
337,9-24,32.36063766479492
338,9-26,32.36063766479492
339,9-27,32.36063766479492
340,9-29,32.36063766479492
341,9-31,32.36063766479492
342,9-32,32.36063766479492
343,9-34,32.36063766479492
344,9-36,32.36063766479492
345,9-37,32.36063766479492
346,9-39,32.36063766479492
347,9-41,32.36063766479492
348,9-42,32.36063766479492
349,9-44,32.36063766479492
350,9-46,32.36063766479492
351,9-47,32.36063766479492
352,9-49,32.36063766479492
353,9-51,32.36063766479492
354,9-52,32.36063766479492
355,9-54,32.36063766479492
356,9-56,32.36063766479492
357,9-57,32.36063766479492
358,9-59,32.36063766479492
359,10-1,32.36063766479492
360,10-2,32.36063766479492
361,10-4,32.36063766479492
362,10-6,32.36063766479492
363,10-7,32.36063766479492
364,10-9,32.36063766479492
365,10-11,32.36063766479492
366,10-12,32.36063766479492
367,10-14,32.36063766479492
368,10-16,32.36063766479492
369,10-17,32.36063766479492
370,10-19,32.36063766479492
371,10-21,32.36063766479492
372,10-22,32.36063766479492
373,10-24,32.36063766479492
374,10-25,32.36063766479492
375,10-27,32.36063766479492
376,10-29,32.36063766479492
377,10-30,32.36063766479492
378,10-32,32.36063766479492
379,10-34,32.36063766479492
380,10-35,32.36063766479492
381,10-37,32.36063766479492
382,10-39,32.36063766479492
383,10-40,32.36063766479492
384,10-42,32.36063766479492
385,10-44,32.36063766479492
386,10-45,32.36063766479492
387,10-47,32.36063766479492
388,10-49,32.36063766479492
389,10-50,32.36063766479492
390,10-52,32.36063766479492
391,10-54,32.36063766479492
392,10-55,32.36063766479492
393,10-57,32.36063766479492
394,10-59,32.36063766479492
395,11-0,32.36063766479492
396,11-2,32.36063766479492
397,11-4,32.36063766479492
398,11-5,32.36063766479492
399,11-7,32.36063766479492
400,11-9,32.36063766479492
401,11-10,32.36063766479492
402,11-12,32.36063766479492
403,11-14,32.36063766479492
404,11-15,32.36063766479492
405,11-17,32.36063766479492
406,11-19,32.36063766479492
407,11-20,32.36063766479492
408,11-22,32.36063766479492
409,11-24,32.36063766479492
410,11-25,32.36063766479492
411,11-27,32.36063766479492
412,11-29,32.36063766479492
413,11-31,32.36063766479492
414,11-32,32.36063766479492
415,11-34,32.36063766479492
416,11-36,32.36063766479492
417,11-37,32.36063766479492
418,11-39,32.36063766479492
419,11-41,32.36063766479492
420,11-42,32.36063766479492
421,11-44,32.36063766479492
422,11-46,32.36063766479492
423,11-47,32.36063766479492
424,11-49,32.36063766479492
425,11-51,32.36063766479492
426,11-52,32.36063766479492
427,11-54,32.36063766479492
428,11-56,32.36063766479492
429,11-57,32.36063766479492
430,11-59,32.36063766479492
431,12-1,32.36063766479492
432,12-2,32.36063766479492
433,12-4,32.36063766479492
434,12-6,32.36063766479492
435,12-7,32.36063766479492
436,12-9,32.36063766479492
437,12-11,32.36063766479492
438,12-12,32.36063766479492
439,12-14,32.36063766479492
440,12-16,32.36063766479492
441,12-17,32.36063766479492
442,12-19,32.36063766479492
443,12-21,32.36063766479492
444,12-22,32.36063766479492
445,12-24,32.36063766479492
446,12-26,32.36063766479492
447,12-27,32.36063766479492
448,12-29,32.36063766479492
449,12-31,32.36063766479492
450,12-33,32.36063766479492
451,12-34,32.36063766479492
452,12-36,32.36063766479492
453,12-38,32.36063766479492
454,12-39,32.36063766479492
455,12-41,32.36063766479492
456,12-43,32.36063766479492
457,12-44,32.36063766479492
458,12-46,32.36063766479492
459,12-48,32.36063766479492
460,12-49,32.36063766479492
461,12-51,32.36063766479492
462,12-53,32.36063766479492
463,12-54,32.36063766479492
464,12-56,32.36063766479492
465,12-58,32.36063766479492
466,12-59,32.36063766479492
467,13-1,32.36063766479492
468,13-3,32.36063766479492
469,13-4,32.36063766479492
470,13-6,32.36063766479492
471,13-8,32.36063766479492
472,13-9,32.36063766479492
473,13-11,32.36063766479492
